Hashed Email,User Group,Statistical Category 1,Statistical Category 2,Statistical Category 3,Statistical Category 4
20d1fac7d8d82eac14eac7991188384c7dcd095c627d745ddc36c53f43d21d17,MASTER,School of Accountancy,Master of Prof Acct,AY_2015,GY_2016
0bb1c243e79c7a88b16359498d4440f39b1dc558e2c6860f409ec6bcd03c6e99,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,GY_2017
62edb0d8284fef45fa90873758ce3ae1b281866fc10433d42b3232c11db9f11e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
137c1e4f14aa6d1785a9233756d427fbf881ad11c001224ded981b52ae51f960,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,0
a3e2e026c0283d493e732edfaa28355db900ec4dde023036dacc3f9281c02354,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
605ffe0dc42d8a701c4d06c00e2a745643a4b57fbe51e523ef495c28ce29e833,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
c0be08eccb3d2265b3ed17a59a47df1f1ef02ed7b425b9a25ee9b99892447739,ALUMNI,0,0,0,0
ff46adf0fce4a09d8059b1141e2e5e488e3d2aea389940cd8b74e3eeaf814b8d,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
0cc19537dc0bca6d923c8a3fc31e0499b0f1ad5d934a5487a011c29b5f80217a,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
0d7d38042d6e783d3fd20f26dda328012d2dafa3fd770134204764c7983ce337,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
97b010e85b7513d1c57eeaa7f8839345af4d6aa3cb15b5e65b081a247ca98d01,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
b96352a0c0f1aab962d1a833f388fe64984b569bc70491659cff42368e365784,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
e5720fcebafb7d8294261725892d3bf1333a7f5be51aa97d965123fcacc6c67e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
301b93fad6669a61fc994fa68714ae5d7a1e01cc1b5c407fdbaf2e43d66d46d5,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
2c517025016bc062dc5c58812408e44f89d2727d4a8902a600c2b0b16bbd4eb8,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2010,GY_2014
f085c569a4bfa3f2866dc83077d1e052bf27a9b8c6bad10efe3cba49a0a28ed0,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
e55d975245850acf15a3be8d93a80b93626b9f4bef6afcaed44354a811f90919,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2014,0
3c3345c7a1507f80c52f0c7f9b3b1e6b4b850fa73cd2d0c7003ab0e9a1bbc81e,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2015,GY_2016
ec2fd6ebe607d749f443bb4a6ecb183bfed603b49aa613aba696d17829280a6a,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2013,GY_2017
f321e6ac4a2993c0de5e7dc54d0b06d065ac354a25f0ad2d6e712bf78839fd6c,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2013,0
16a010ce99967da21f723c9d85a06b2f3840ad6d74ee7ff3700ad9577a43c869,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
06b3c272d0aa147d9a8fe7f08bc83533d5f599098c998ded935014768a24ac81,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
1cfa57e79fe22f243a8d9a52fb9658f3efad70f0a4fc4934ea7bc39f0787a349,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
15e692782a733a4de2d75bd038fe07fc93e00e5544795ad0b14f9730063feaa1,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2013,GY_2017
354b7b2b4a8fc1188ed7f13956226e9bb8ca0c1f09e5de7f70a0dddf242f5b97,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2011,GY_2015
0a03c781d99f10d89877613defc9498598edab3cba24fc22d5b8ac05ba5d5e4d,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
04f3b47151ce16ee0e4dae603a23e914b4d9ec8ea06d707a42db3e7ef3511fbe,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
82bcb5c2fa0d6f81009e0f121277bc84093fe9d8a8da5b5084f9bbaa008dd99b,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2013,GY_2017
9a2316cf1478963db59acb1fa18d99fb49ec4ff792c3d48f697bfff4abfcdd3d,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
bd68c6f979d8067f3221d633c52a63f29755d3ef287cd3f41322d74f968a6299,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
0594c67687993cf32945ac0ebf257003b9675f8c517fcadebde7bba55177edc6,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
05e426e6a48a2eaf5c8bb9871a76d795ef85ffcac3d7b4e9b3d5b6a711bd428e,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2014,0
7ec3b20bee07fad6d304ce0aa479474c04a504acfe26f37b67dd4d57b2fb0905,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
4bb95e2000514526ad10796c72d41b15bb4d527bd2d41252e2f4e7cb346e15f9,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
531e3ac42ad7b9585002938b27c3c47cade1c85e7ab5aca93fc476b4e675f628,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
1e3f3130030ffd984d74eddb4a9f012b92aafcec2fb87ae059ef4a3f4af77b8f,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
e718524e122ed84828849b167aa3bd8316827a4319170f41d4117f1b24cd8b73,ALUMNI,School of Law,0,0,GY_2016
8152015b0f857ac6a4b9ecd1f0007707ded76e594de6a000df71b4067f2bc0a2,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
e734309d38f505a2a85f438bdc9eb17507a23089e1a62678fb0c00fb06196e2c,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (China),AY_2015,GY_2016
383c476b00a0cc34b03fc0bb7a175538d9dfa695211e8e5bac4e0bd0ba184245,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
223babc58728b025fc9f2333407a2c864f5a71f059ed5e6b35d6cab0c3f25606,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2014,GY_2016
a39c0758878b0f540a0507c4ca8df46f5438be33a8470c769e20b0ffda88e593,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
fa2c41a38b357dfeb63086c7fff4798f29bdefe29916e862f578847655f890ea,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
6dbec08b0cb06ac9e2bafbfe2d3113c9801d17d0902c135b44240ce4e9bdd310,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
5a03aad3a16e9e1c5e04cb5aa2aa70c7320d77f3d53a73cab02fac94ff063ea2,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
6b039d2f7dbcb4b1a0ad428ab1e950997049df710d3c8023272bf1735cabe44b,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
1a1d532aad1a00c1a72de9e3ff8323c3a0962047d71dc5be16d2bdda0ee4b233,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (China),AY_2015,GY_2016
1712e91152234e6c3956d4be30026d59581d88a83d989ac69af3bdfc42793b6d,MASTER,Lee Kong Chian School of Business,MSc in Management (Coursework),AY_2015,GY_2017
d56dc13e3bc4196bce52f12ae74b69fbd673fa7b059dadeee0cfb383ca3c3c86,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
b7776f2c7eac4fcce12c7df111a43bda930529a6732ad427b3e940923953745e,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
6233114fa76dab98aca0bd7dc3afb463ef8a96bd49a69d32aab3e28c81968c5a,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
f5a9509ccf6dfe1dc3e0cbc4371ddec6da3ba53d6cb5c729f720db31f17fb072,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
a8a5e7a3a70805586be51b2525c249dc31a911f7cd0a8f38ac8c9cb5224163ec,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
5c027f27b5679c5d03bf41a44f114f74cad7ce645c35687629ef9dbb502b5281,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
20076ee1c87e867d2b3e6418b8ba6ccbc84d2f1ed8c1c477a96b720f8abeb356,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,0
38d5c364ab2c038dd89eba6dac0d11e7e3af7a302e969ee59b1a6b0bab0e782e,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
1ff7e0ffff43e43fba48ca23b1167f4fe0031ca3b7222eaee1e3c1983ae9bee3,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
75707c1a72118799f1c018aba3b4bf8327af22390dd35083019fc88e64e46538,ALUMNI,0,0,0,0
2e7308b0c4880a2fc1d054e59441883dbbcf404a14d814da7772b4e5fab6b5b7,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2009,GY_2013
2e2f650cd7d7c1380ef7d70c2d9951d69468a683bde7a9cb1b7ca9e82ee680ce,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
436d0b3faf297ffeff9ef1bf8b20046d7d82a83a2bb6ffe081852b0db9281a98,MASTER,School of Law,Juris Doctor,AY_2011,GY_2014
ec7989f3bd122dccd7766f5941bee878f89920b85fbf1d76c714b3cc8917940a,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
22f5ba5b13ffc247e6346820c89508eb97c73ce9426de396ebed9e975c45b778,MASTER,School of Accountancy,Master of Prof Acct,AY_2015,GY_2016
4f14317403513fc549521ca196580b1611d89b5bf1ac8fe9f757b2ee1b7dc441,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2011,GY_2015
cb7df17e1866cffd2e14a8275ef7e152a741a1e5518789be200ed0dc9af196ed,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2011,GY_2015
1c40339d934adbb37c2a6825731c5cec088e6c808fc1ea1cd5db537d70fb032a,LIBRARY STAFF,0,0,0,0
95d4730b1e2c49e1d799aa451f2a199abea5ac838828a8db6ee72f6c95b1073d,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
344595d6548b3dd41a5dac51cac378ae9f41443d9a2c98c53b35fdebb181c93b,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
376b55f40010815f54851d99d20ec73cd5d69bf96d384ef0d690702ed92b091b,ADMIN STAFF,Others,0,0,0
f17b1ac5b1ac754ec7498aae59de85c2b65354d18c29197acbda28acd5ed6046,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
472eee449f6cef6269ad2de184727bbb0dbfcb8474b788279bf0174093d43295,MASTER,Lee Kong Chian School of Business,MSc in Management (Coursework),AY_2015,GY_2017
1373f20464a1d7925feb0fc32c83d22596d5f17b7d412ff6d2f1a9c3f9b64d20,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
d14674f5e6ba90fae8dfed6713e659eace7b2fbac5b3f95e07adcd3b2dc4446a,ADMIN STAFF,Others,0,0,0
bc9c8cd83f2d543082b33cb420eec6df95f5a4758d4fa8d28e108bb02e30249c,ADMIN STAFF,Others,0,0,0
bcf7cac0721841abf5041e7f24e387ff3c504d1e6ee518f21dd141fcb0dc20ec,FACULTY,Lee Kong Chian School of Business,0,0,0
053109602fe677d6f3f86f7695369a6b5174ab2f5a32d24fac2283306dac817c,MASTER,Lee Kong Chian School of Business,MSc in Wealth Management,AY_2015,GY_2016
bc7e798862d0918dc65e0726bce1a5ff482466b0f90ec92954e986e92b15fad5,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2013,GY_2017
967daca6c403d8806a2cdfe519dfd7170cbf7e30bc4ae70b28b538c3043b372f,ALUMNI,School of Social Sciences,0,0,GY_2016
5e6f08ac0d1258d5ecbc2247425c206b3a26934c4d394ed17ed9ce0967ae2890,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2017
bd1936976555c8b8ad2255285c76692d4988a084eb958b8e06a9880bcac09d17,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2016,GY_2017
f7ab17c3bcfdfe90dc6117bab3864e36a9129cc004ae9e58e9d49d3ee184eaec,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
6cf0d3d9806f7c4c3468868d11d8daea046b2a03ef36a632cdb9456c5be320dd,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
e48cff7451b2635984ba4b2d6c8e10a647438c119d286ee2679a1b4f0a1ca500,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
6997c9a5cac648e8ea928a90edd96f4afb7fdc4984671ce19078316042c6b16c,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
9ed41bf345ff8ea71970d23edab2a761e3824eba58e82dbffc3b21de68b2fcbf,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
4870ef7765e7128ec7393a4a264195e2b7853e6ff9b6fac38ae90ef1014c9dfc,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
f7644fccd21f2b34bc0e1dad38b37e2b7090c88ba1ecf906f46c2582d925f43c,ALUMNI,Lee Kong Chian School of Business,0,0,GY_2016
fd5791f28c480039f13cc1eb2c0736680dd93f0b20a9925d6738a1f01f2a9c83,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2014,0
38dcc985618b1c9d69a0cab69087c2726e1d591750167cbd70567bea26efd178,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
3715e2ffb9976c07d6f024e2caa96ff3503e4f209107ffd25745af9057d76ec9,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
e1ea51784d9293de3d64e4b3ade7d8ffc78a4ef6a20821c14eff693b4ce464d1,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
1519e898195c183e8c839ecdf47d5fbf6d37dbe6eb484c6349a772d21c705f47,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
f44f7c44c2eb456270684fea7e597329d8bdb7e278a39814517ad627fc427861,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
8f79a5e7b884ed1ed9052e71407602cfa20968e54c28e1c53de5d28cc72ecc5e,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
113ab589b6a3e247851687769a18c0e18ee0482cf817ef140abf513e32e353f8,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
b47dc38fd1aac8a2fc7867ca5051f22d0ca2f280242de0bebf772270e7fde795,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2014,0
f29b2d072db91339520fee5c987ba21c688934c82384575625ea22a13bf51878,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
5be74f5ac97d640572af45388e706370c1427c6434e03f9f2eef40151a068017,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
1aa69befc081079b6fa1f6737bdf00addb66db562ff1e50bae57180db9237728,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
19dca2eea22f3d74d51d78fcefadd925486bcd21dcdb548e740bfc823a2c6802,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
d591332716aa19aa896f6b64835b30c9a31f7bd4d0d278abed3b346b3bb97e69,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
374d5bdd710c69db2ab997d6d41a6b46a1e82518cd786c0c7f5d6cf4ea7eff57,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
80bd0ed184a24f43771993d4bcf65c3a730718c0cb7b262108620997a217d17d,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2011,GY_2015
5b7b31fda46ff07109c13a79743687b64cc03a37fd1f52c37405022747d9e2bb,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
2700b434ba2a8df0c8e689c003f168acb3d71244408866354fd718099d2ec8cd,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
dfd700b1d1a1bfcc69f21a5795e606df64031c13b8d10573fc1fa9509f4bff66,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2011,GY_2015
3f4511a946ed0a267f28053819dece38a9f51e629a7e89c91f2033e7ca8f5c4f,PHD,Lee Kong Chian School of Business,PhD in Business (Finance),AY_2015,0
2ce32240fdd4f4323d51f169082b22071caf213b6f072af97cb47f28d24437c6,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
d76807c3395cd9323e62b5b193c72516939384bbd8e4a7ade87a8dc9429b9e7b,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (China),AY_2016,GY_2017
a6d621cd5885ff297d837a82e57b68d9ee027ab0bb7af104d97f876cecedbed3,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,SUTD-SMU DDP in Tech & Mgt,AY_2015,0
d3192e39ee2915e12b7abf7d92169b366cc34ca539d4fbb2e433b4e43a0abce8,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
747e42b7bcbe514fcdf0323d12eba6bf19ca0e850ba3963caf04795de8f72e87,MASTER,Lee Kong Chian School of Business,MSc in Management (Coursework),AY_2015,GY_2017
6b34e2125e0ce1c875de51413eeaa5537eaa7dd394e10a07f0ee83f505010859,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2011,GY_2016
cff49bb111e16723d1a3665d5cdc7741ada77e9860b3cca3bfb0cf4f07151874,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
545508983b780c73d1f1b033a250c850d6eeaa7a2b8a45400f93a9995a98b4b8,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
538b3ecaecdbc0a6161a2ea26414b8a4abace85fe8c3e63ec41df23bf1787b52,ALUMNI,0,0,0,0
cd62b1ee588e1e41e86781dfe3bba5d354aa1c984f738609bc99f4b817829b02,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
fd577360ba08348197af38d17a54e607768af379c3647a4ec65e2b069d176980,PHD,School of Information Systems,PhD in Information Systems,AY_2012,GY_2017
3de5c4fdd0c95ba4a641bfe2e479a8558bb69560b1cf10497cad42e83ffd2e99,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
dbd7b20c0ffc2275e6373b13201fcb518c7c065854aa926dc114257ef15a2191,ADMIN STAFF,Others,0,0,0
47ff6ce81ac437ba746c742790f0452e38a3a7c84747650c8dcebd9bb0afe216,ADMIN STAFF,Others,0,0,0
76d17a5f54db5d301b2dc1fb45e083b7b604fde8ceb850865f86f7010173a5cc,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
91bdab0900e403bcf40952592908d5ef083f48ec4b808a4b5ee5a8db87e29323,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
9c0407bae393ec1da49ea2f88b7f8294943042dd148492d78e0ef06331f50993,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2013,GY_2017
7e34c12ee6a41b176330833caa75337cb0ba36e0f640159b02dbf7602c57a4b0,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,GY_2017
2fbfe8f066300e90fa069be04b308bb246b1797a57d79cbfffd87267c2f124af,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
badf1ddf025879e3769dee32ca65e65fd04aed3cac258c5c86eba7e198358209,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2010,GY_2014
05d57c2d66af89dca7b569a0b9fbeb67eb9d10d4df2f1b0bfa633a01f416b264,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
5b1c627fc5cfa6f0b36de3aa5d9f7abd4caa9b0216568075f1c2ad7e257fb0da,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
c0ce6c7a93299009f7b86351a23cc1f6dc20eec1015d4e004509e48fa731c985,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
26c2d993ebf68ba7531c9584fc076c9f5f296639968b0c888c3d268efbacd408,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,0
d11f966d957af118a1dc6ed1e6fef07b676942c7e8508f0cc3a5db9ddfd45074,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
8f971d2d42608827f29e52718dd2ce3596dd23746f03726d6491a1d7f89a720c,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
9ac63d89e1a22a40cca11558a5a787af955676a0779c7b0f98d06522b5283e81,PHD,Lee Kong Chian School of Business,PhD in Business (OBHR),AY_2015,0
f9efcf9e267b72015b52aaca71db42f793f9e97170e5f91d5b4d57fefdd81175,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2011,GY_2016
2bd6daa80ef60d14c6a49e017f7e209759053a5d7e56306595781bfb60eca4cc,ALUMNI,0,0,0,0
59d5fbb6671a796b5cbc3b6785525bee9ddddd1b710c50c4c65fa0cc25e14089,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
1146cb1376f26acb19083b238fde94ac9469cc0d2419a5830c3778e25c5d6a2a,ALUMNI,0,0,0,0
d66d5e31f55c9019de6890f741d18f47d31a20f78061fa69f06b21434707fe90,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
ac5813d16cd00fd3b7ebbe68577b3f780cd9b62d3222006eb3e0c0ed861dd26d,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2011,GY_2015
9f85ec17de6c6d817c71d3791c5c001c51c9121f0aa14e3e66991a97967e3167,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
9079acfba5846dbb932ac7c8736e1ccc5612606e86df9eaef30fe7a2a26ef519,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
8072c298372aeb6082d563f3e734a71ed0e6ed42afa16544811a95927469d176,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
e6de535750b645759497e648d2a3b3ac8139bfa9fae3f3581766206b48b5877b,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2013,GY_2017
831fa5e681c129df5604db24683cd86fac78c765c67e0676e031708f5fa70581,MASTER,Lee Kong Chian School of Business,MSc in Management (Coursework),AY_2015,GY_2016
19d4d60010d36dc874c6faeed40aa3a9d735968f300b8db4668c17a13dff7de1,ADMIN STAFF,Others,0,0,0
8721a5ef05ec1643d846eb291da5e1c46f7842b6b8f8377a7682531f29757c1c,MASTER,Lee Kong Chian School of Business,MSc in Management (Coursework),AY_2016,0
847dbe67d846993ef029476a4b85607f0b611724bd1a74877eab83edd726bea0,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
47b8768a8cc7ba3ae6667d39cdbca39cf0d5a0a0920fd7d54d8e9c303426393f,RESEARCH STAFF,School of Information Systems,0,0,0
546b35b755da1db1b13633b70a6131606a797526dd7cf0ff628a73efcc60346f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,0
2679e22700ff34daa471ce557afe98303b9ee3ed08c7b69ce4649ad65f64d767,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2013,GY_2017
8c2c1e945fdba96876f1aad87cbf24377d725a232abaa9e45c1e045290620977,MASTER,Lee Kong Chian School of Business,MSc in Quantitative Finance,AY_2015,0
e8ae799a7b26278a0852ff3c72d4b3ba1fa518d71680c853f3e3270e0c6a0c14,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,SUTD-SMU DDP in Tech & Mgt,AY_2015,0
eb2584564ba2f169a9b907da49e9ffac7e8d9887adcab1964ff15b675463d9a8,MASTER,School of Law,Juris Doctor,AY_2012,GY_2016
47d1e800de6629da6f65dc1b18b5e7ab01188094eb1fa2f3193d5a226e151c42,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,0
de512d5e6e1a776ba0fc4cee69710c2a178880e3fed16d00b4422ca1ccec6014,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
4c998308b4b5d99cdc7796fe4cdeef54c5d2a53811d7fc8bb9ee8530f54cdb39,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2005,GY_2010
9536d0557be98277b262aefc9be5d1f51b55204ec02af5e43e413b4831d5d6c3,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2011,GY_2013
fc4e4713bb0a9a1ac9013af246c9257ad1c5b164df4f9d5a00431772ed3b4155,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
