Start Date,End Date,Pre-Confidence: Scoping your topic ,Pre-Confidence: Searching Keywords,Pre-Confidence: Searching library online databases,Pre-Confidence: Searching the Internet using Google,Pre-Confidence:  Evaluating information,Pre-Confidence: Citing References,Pre-Confidence: Creating Reference List,PT: Scoping your topic,PT: Searching using keywords,PT: Searching library online databases,PT: Searching the Internet using Google,PT: Evaluating information,PT: Citing References,PT: Creating Reference List,School,Email Address
8/16/2017 10:05,8/16/2017 10:06,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,c4d530154e0d04cd06492ff486379ec58a8506661d02e5fb7b945275116ae623
8/16/2017 8:15,8/16/2017 8:17,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,No,Yes,Yes,Yes,No,No,Lee Kong Chian School of Business,b6618ba18dbddc658785319b1e7609f6fe0091bd0bcf85db78d03657f18fd84b
8/16/2017 6:51,8/16/2017 6:54,Slightly confident,Confident,Not confident at all,Very confident,Confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Economics,cf146ea80ce88dc931adf0dbb5678a34c2ba0068462e6ed6733b8d90bc146478
8/16/2017 5:29,8/16/2017 5:31,Slightly confident,Slightly confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Slightly confident,Unsure,Unsure,No,Yes,Unsure,No,Yes,School of Economics,6ac81925ab33f7e3a8a3f249998dc71e520feb05af8d6e12c59f0c27e96bcbe1
8/16/2017 3:56,8/16/2017 4:00,Slightly confident,Confident,Somewhat confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,School of Accountancy,8fa0277b3db0378211980ee5f5f0c66a684a965ac4948231dc772bef016bc4a4
8/16/2017 2:13,8/16/2017 2:16,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,Confident,Confident,Confident,No,Yes,No,Yes,Yes,No,No,School of Economics,ab8c1ebe25b03c9525e4fcde3d7b655cf132e2821d3d95c6dfd8f4946e267fa1
8/16/2017 1:44,8/16/2017 1:47,Slightly confident,Confident,Not confident at all,Confident,Not confident at all,Not confident at all,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,0513d2d07d059047f312afc624044f1dfd70b33b1bf545db3c72d24eda4c923b
8/16/2017 1:31,8/16/2017 1:33,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,No,No,No,No,Yes,Yes,Yes,School of Information Systems,22e3ba64cc6f0ba9b9c6b19106e1a6403590b592b4b0e2e6ff246ca70027ba4e
8/16/2017 1:18,8/16/2017 1:19,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,School of Economics,2fc0940f7ee31d6d581c67cac1f5ffeca4fe5de8ae360dfe393ed69dcbd3d862
8/16/2017 0:44,8/16/2017 0:55,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,Unsure,Yes,Yes,Yes,No,No,Yes,School of Law,4a954bf76dfd5f63c4689c08a415137f9f88cebb9a097ec64b5b9350c0d3341a
8/16/2017 0:45,8/16/2017 0:49,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Unsure,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,fa425a6764b432568a7daad1c985f697e63d7f71e3946eff94d7adf2afca7167
8/16/2017 0:31,8/16/2017 0:32,Confident,Confident,Not confident at all,Confident,Confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,Yes,School of Economics,1287dd53713dd27eee7347df77c5822d8dd94b25f5e99021524e957af5600752
8/16/2017 0:16,8/16/2017 0:19,Confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,No,No,No,No,No,Yes,Yes,School of Accountancy,d036b2773f074dcf7a6377e1a2a32712826c8f0726ca978d342c398c0bfaef6a
8/16/2017 0:01,8/16/2017 0:02,Confident,Very confident,Confident,Very confident,Very confident,Confident,Confident,No,No,No,No,No,No,No,School of Law,6a05cb877640f4776f918291cc19f78f61dd73029f594f35932f52246e7261b6
8/15/2017 23:54,8/15/2017 23:55,Not confident at all,Not confident at all,Not confident at all,Slightly confident,Not confident at all,Not confident at all,Not confident at all,No,No,No,No,No,No,No,School of Social Sciences,151a2d949967a6fa5f376719e95119d3fc03852e6d4ab5748e1179bf72c0b339
8/15/2017 23:40,8/15/2017 23:44,Somewhat confident,Very confident,Confident,Very confident,Confident,Very confident,Very confident,Unsure,Yes,Unsure,Yes,Yes,Yes,Yes,School of Information Systems,2fb65cd6d0754c83e435f555464bf36ba8291eae048d7297a13e1ac78e5ad0db
8/15/2017 23:38,8/15/2017 23:40,Confident,Confident,Confident,Very confident,Confident,Confident,Confident,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,Lee Kong Chian School of Business,4676dff05955a7329b45c7a11dc961638f0354631edbf910328abe2d1dd3e40b
8/15/2017 23:26,8/15/2017 23:29,Somewhat confident,Confident,Slightly confident,Very confident,Confident,Slightly confident,Somewhat confident,No,Yes,No,Yes,Yes,No,Yes,School of Economics,0503614f3dc655842e2ba5e26edeb92317021ef9bb6563e381d3459b5ac553ef
8/15/2017 22:54,8/15/2017 22:56,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Very confident,Very confident,Confident,No,Unsure,Unsure,Yes,Yes,Yes,Yes,School of Accountancy,d9c875627cef6b5698b8bf2c70382f896467ae5593dacda09df31ac9c0e24e1e
8/15/2017 22:46,8/15/2017 22:47,Confident,Confident,Confident,Very confident,Somewhat confident,Slightly confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,a6d5b246265788bedbb8e161ac8f7d10f3d9f94473ec187eb59c8fdfa4d27cd1
8/15/2017 22:36,8/15/2017 22:38,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Slightly confident,No,No,No,No,No,No,No,School of Information Systems,8a79111e7470047e45a89518b4c5706718d46096f8e30ed615de99b8c0348ce5
8/15/2017 22:25,8/15/2017 22:27,Somewhat confident,Somewhat confident,Slightly confident,Very confident,Confident,Somewhat confident,Somewhat confident,Yes,Yes,Unsure,Yes,Yes,Unsure,Unsure,School of Accountancy,b2c07b46f3488da61bb6ababcecb995d1aaeb118ff66bc1ed9fde43f42a390be
8/15/2017 22:22,8/15/2017 22:24,Not confident at all,Somewhat confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Somewhat confident,No,Yes,Unsure,No,No,Yes,Yes,School of Economics,9647375325f1e83585fd8502308da64145bf5d64780b40293c434262192a2299
8/15/2017 22:11,8/15/2017 22:14,Confident,Very confident,Somewhat confident,Very confident,Somewhat confident,Somewhat confident,Confident,Unsure,Yes,Unsure,Yes,Unsure,Yes,Yes,Lee Kong Chian School of Business,a100e0bdb4b430474aecdc4263afa8e0193b02838f08676b81dc4fa9dcd6ff07
8/15/2017 22:06,8/15/2017 22:11,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,No,No,No,No,Yes,No,School of Information Systems,638931d2efd68d7ecc8ed478043aa8da4731c2ba32cb1e0020cde2c14d06c90e
8/15/2017 21:32,8/15/2017 21:34,Slightly confident,Slightly confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Somewhat confident,No,Yes,Yes,Yes,No,Yes,Yes,School of Information Systems,66817a8a9d9963097ae14f38a8d18218aa3bf94cd5f20e7f5daf8f6ac5c9d209
8/15/2017 21:32,8/15/2017 21:34,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,No,Yes,Yes,Yes,Yes,Yes,School of Economics,ee05956f611d40f166a7152df1e8397761db05a2f3097ba0220fb921382ce1f7
8/15/2017 21:23,8/15/2017 21:24,Somewhat confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,95bea6f3433ee76981853f033890d56ffd854eb8af7b939b308624247032d0de
8/15/2017 20:43,8/15/2017 20:48,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Confident,Slightly confident,No,Unsure,Unsure,Yes,No,Yes,No,School of Accountancy,bcac6f7b8133f6b8632e33c730f3df859dd9fbc4f4f2f998ca4fc49722517a7f
8/15/2017 20:18,8/15/2017 20:19,Slightly confident,Confident,Slightly confident,Very confident,Very confident,Very confident,Very confident,Unsure,Unsure,No,Yes,Yes,Yes,Yes,School of Information Systems,433f79520ade6d2131e2e767f41a90cb4220d53050fb1f1cc85461dda9df53bf
8/15/2017 19:22,8/15/2017 19:25,Somewhat confident,Confident,Very confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,Lee Kong Chian School of Business,71dc876965b1ccb78f08576d7b04e20817403516216be4d40fe0eecdce5d0b35
8/15/2017 18:40,8/15/2017 18:42,Confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Yes,Unsure,No,Yes,Yes,No,Yes,Lee Kong Chian School of Business,13b06b784fd00ef0f93f4f2a928f8b9f10b4822f0bc63c5e14975c5626053278
8/15/2017 18:40,8/15/2017 18:40,Confident,Confident,Confident,Confident,Confident,Confident,Confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,99f4d836231cb625b449c640661efd45ea6fe5084a713806e7d2d2ec7d261cd7
8/15/2017 17:59,8/15/2017 18:00,Somewhat confident,Confident,Somewhat confident,Very confident,Somewhat confident,Slightly confident,Confident,No,No,No,No,No,No,No,School of Information Systems,3a07f7f6881f3176e8fb50528206b2dac0acc6f2a7de3b1ce8fe9266afef5109
8/15/2017 17:56,8/15/2017 17:59,Slightly confident,Confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,Unsure,Yes,No,Unsure,Unsure,No,No,School of Information Systems,9fa1a6aa417f77aae7f3852caca000fd897007586a29e01bc4abb9a2dbfea06f
8/15/2017 17:53,8/15/2017 17:54,Confident,Very confident,Somewhat confident,Very confident,Very confident,Somewhat confident,Confident,Yes,Yes,Unsure,Yes,Yes,Unsure,Yes,School of Accountancy,7c5bda40486e3f8e820a2a64949e881adc0b145ed8bde5b079ac661927b08101
8/15/2017 17:26,8/15/2017 17:28,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Somewhat confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,School of Information Systems,e82f5533902adde6fb06bf27286db8b55677b0127a56c707af109af66fd2e2db
8/15/2017 17:11,8/15/2017 17:14,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Slightly confident,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,School of Accountancy,3089b383ecfebf4e2dd2bfb279116501b351a360ba31fb3ff14b564ebe006012
8/15/2017 16:51,8/15/2017 16:54,Slightly confident,Somewhat confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Slightly confident,Yes,Yes,No,Yes,Yes,Unsure,Unsure,Lee Kong Chian School of Business,ac14294c0a399da9afbd6c89ee61cc019cfac2829eb5775a59d5f3dcf48b8213
8/15/2017 16:50,8/15/2017 16:52,Somewhat confident,Confident,Confident,Confident,Somewhat confident,Confident,Somewhat confident,No,No,Yes,Yes,Yes,Yes,No,School of Information Systems,68af8c001a1c41bcad7ce4da0c962b62a72f796febe762e17755ce10ba4a5c92
8/15/2017 16:18,8/15/2017 16:20,Somewhat confident,Very confident,Confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,No,No,Yes,Yes,Yes,School of Information Systems,06d7fa7c576b1f5323d9dd671cde2ee381ffba87633f06267d53bb8a54a5fc48
8/15/2017 15:56,8/15/2017 15:56,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,243f1d1e31100da5b2a670cff0a1ef6433a1f3558f4255045a5571ac763ea23d
8/15/2017 15:52,8/15/2017 15:54,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,Yes,No,Yes,No,No,No,Lee Kong Chian School of Business,82116a2c84585105fa66c0c701f31a8dd0a08da9a37e6786fa7d0e1eaeca6178
8/15/2017 15:42,8/15/2017 15:43,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,No,No,No,No,No,No,No,School of Accountancy,673a4ae0ff12108bc7ab03a06f50e3239391809ba0a8b42d614cddf1a85ef90c
8/15/2017 15:39,8/15/2017 15:42,Slightly confident,Confident,Somewhat confident,Very confident,Somewhat confident,Slightly confident,Somewhat confident,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,School of Economics,f01fb9b0614cd4f5fe14edc6f8d39fa1611804666c97840a3d3af47963f32756
8/15/2017 15:33,8/15/2017 15:35,Not confident at all,Slightly confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,No,Yes,No,Yes,No,Yes,Unsure,Lee Kong Chian School of Business,faf1165083a50eeb300678be12ca667c938934042511dc4652c6fae6f237a524
8/15/2017 15:30,8/15/2017 15:32,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Somewhat confident,No,No,No,Yes,Yes,No,No,School of Accountancy,e06d8f7ed86a3d90a598081c5318949b831f54dced4c02e16bca30bad088789d
8/15/2017 15:09,8/15/2017 15:10,Confident,Confident,Confident,Confident,Confident,Confident,Confident,No,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,89adad9336dd8bb5af63cfd5b91782377abc1247ac4fc6e02339f2767aa5329f
8/15/2017 15:07,8/15/2017 15:10,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Not confident at all,Unsure,Unsure,No,Unsure,No,Unsure,Unsure,School of Information Systems,891d9b7a8e9b462a08dfdaedbb1be8add082b4d73e550283f38ef2862285ed00
8/15/2017 15:05,8/15/2017 15:09,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Social Sciences,7d3bcee28989fabd81491dafe752713ae5f1a09d8c5ce455789afd8629a4d01e
8/15/2017 15:04,8/15/2017 15:05,Confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Yes,Unsure,Unsure,Unsure,Lee Kong Chian School of Business,6fd3fba5046c595c23ae73abf6df1ae8284d606774645aa100f82566c89f98cf
8/15/2017 14:02,8/15/2017 14:02,Slightly confident,Slightly confident,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,Slightly confident,No,Yes,No,Yes,No,Yes,No,School of Law,2383b7ebc7e636bcd8be84e06762c0a698946d0704d240de915638ef0859f6a3
8/15/2017 13:57,8/15/2017 14:02,Slightly confident,Slightly confident,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,Slightly confident,No,Yes,No,Yes,No,Yes,No,School of Law,2383b7ebc7e636bcd8be84e06762c0a698946d0704d240de915638ef0859f6a3
8/15/2017 12:13,8/15/2017 12:15,Somewhat confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Confident,Yes,Yes,No,Yes,Yes,No,Yes,School of Social Sciences,c1ede8529f2a904ba4b0bfe40f83070c682c580c9aa8a067b6e4c430cd8987a2
8/15/2017 11:51,8/15/2017 11:53,Somewhat confident,Very confident,Somewhat confident,Confident,Confident,Very confident,Confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,School of Law,3625331b79da2494d3a95f615265f74d53d28e4b7292d82f5e5c3ea3e1599c85
8/15/2017 10:17,8/15/2017 10:18,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Confident,No,No,No,No,No,No,No,School of Social Sciences,697eb2ad5459aaabcfb329a119c2d06aa1da81d80d129d16c41aa8bfab8f7d11
8/15/2017 10:05,8/15/2017 10:08,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,Yes,Yes,No,Yes,Yes,No,Yes,School of Law,0aca3327d50eb6073aa2be76a0fbd22b12a77bf919f0eb9d897a2f95a669cadd
8/15/2017 1:41,8/15/2017 1:42,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Not confident at all,Not confident at all,No,Yes,No,Yes,No,No,No,Lee Kong Chian School of Business,b45c0cbd2e9a2c302e5303e8a1c2684c62d44fd9bb078e76648881d6d714aa13
8/15/2017 0:07,8/15/2017 0:13,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,School of Social Sciences,238a369e58c3b7fb3e069980ca69eb5ab4e5b112b2da176d1cca5d192bd352aa
8/14/2017 23:56,8/14/2017 23:59,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Confident,Yes,Yes,Yes,Yes,Yes,Unsure,Yes,School of Economics,a7e0bdf81f3581ffd96900594872c07384aa537c87b56c546ba4c539f2fa41d6
8/14/2017 23:11,8/14/2017 23:13,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,No,Yes,No,Yes,Yes,No,No,School of Economics,d6a34b54f48a46471c7ffd38d9e3db6fdcf09d09266cd8e654d69f77b1ffa171
8/14/2017 23:09,8/14/2017 23:11,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Somewhat confident,No,Unsure,No,Unsure,Unsure,Unsure,Unsure,School of Information Systems,33eb15d59669af1b06ab55e2eb1fb2117eb2d34e9f4a0407c794adfc9bd28773
8/14/2017 22:57,8/14/2017 23:11,Slightly confident,Slightly confident,Slightly confident,Confident,Confident,Confident,Somewhat confident,No,No,No,Yes,Yes,Yes,Yes,School of Social Sciences,bc2dc7d35a0b15be7c6d062e942174a669a19dc49ed8a4fae71fc4b50c9d3908
8/14/2017 22:41,8/14/2017 22:42,Confident,Confident,Slightly confident,Very confident,Confident,Slightly confident,Somewhat confident,Yes,Yes,No,Yes,Yes,No,Unsure,Lee Kong Chian School of Business,97c283741814bb89a00eb678a875ce81506879c0328930b022a207c0a4a8d994
8/14/2017 22:30,8/14/2017 22:33,Slightly confident,Slightly confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Slightly confident,No,No,No,No,No,No,No,School of Accountancy,df1e6094eaa58a7d3dd8716c4310340146fb86b75c387870e32da43c33ef82d8
8/14/2017 22:25,8/14/2017 22:30,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,No,No,Unsure,Yes,No,Yes,Yes,Lee Kong Chian School of Business,81001fbcf2b0f87eddd759a7b478a859d3bbd1fe64285c91ce898fe8a431d979
8/14/2017 22:27,8/14/2017 22:29,Somewhat confident,Slightly confident,Not confident at all,Very confident,Slightly confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,No,School of Law,525ab0a202336ee1c7b7aa2363bfd702f2981bd8f3165f72e7827466e6032bb6
8/14/2017 21:21,8/14/2017 21:24,Not confident at all,Somewhat confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Not confident at all,No,Yes,No,Yes,Yes,Yes,Unsure,School of Economics,014e33abb0a9d410b44d8891425cbf6323dccfb47fef3311ac6c39909a4ec478
8/14/2017 20:36,8/14/2017 20:37,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,No,No,No,No,No,No,No,School of Law,49e0d92f1dde68cca0c0aee273249be64ef3db9b4e56cbd76a83e6582975b46e
8/14/2017 19:30,8/14/2017 19:32,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Unsure,Yes,Lee Kong Chian School of Business,71564e703a78be77279cc73444064d3b71a81864dc6ac02a5127a344896eb87b
8/14/2017 19:30,8/14/2017 19:31,Confident,Confident,Somewhat confident,Confident,Confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Social Sciences,c3fd3475dc1899bcccde283dfb988ff1113fe23aa7530189e779822d7fe5f025
8/14/2017 19:06,8/14/2017 19:08,Somewhat confident,Slightly confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,No,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,School of Accountancy,5887dfeacc6d7441c48c5b9bd3235ca2e87cb45d8de4e073a049e86d20460869
8/14/2017 18:58,8/14/2017 19:00,Somewhat confident,Somewhat confident,Slightly confident,Very confident,Confident,Slightly confident,Confident,Unsure,Yes,No,Yes,Unsure,No,Yes,School of Law,d63de2d358bf10d444e2b9fcb0fa252694110ae1fe79efd52554654408625701
8/14/2017 17:26,8/14/2017 17:27,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Slightly confident,Slightly confident,Yes,Yes,Yes,Yes,Yes,No,No,School of Economics,bfd4826b1177a3c9551f5fcb70ff263232b4752f0107ba2fc754af21104987d5
8/14/2017 16:31,8/14/2017 16:34,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,47f283f878585e2eb76090d67b8c95394538340e2b5d13d4ecd58274e6fabf4e
8/14/2017 16:31,8/14/2017 16:34,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,8d7195dc7ed09e787557dcc5d81a96ad972b32ac4fbbbd79c52b2f14bda2770d
8/14/2017 15:37,8/14/2017 15:38,Somewhat confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,Not confident at all,No,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,614deccd2a9f3ae0325f5f23f621bf88473dde2a0ad7cd684f3b3d151980f2f8
8/14/2017 14:13,8/14/2017 14:14,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Not confident at all,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,d85ce47be5afa88bbe36b8c0a056731af99a92399b50e95b5fcf9f169d362859
8/14/2017 13:46,8/14/2017 13:48,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,No,Yes,No,Yes,No,No,No,School of Social Sciences,230b39a80888bf93d367cc9f7cb47d4286cdec059f85cb464474ab56e8078ad4
8/14/2017 13:44,8/14/2017 13:45,Confident,Confident,Slightly confident,Confident,Very confident,Somewhat confident,Confident,No,No,Unsure,Yes,No,Yes,No,Lee Kong Chian School of Business,6ba067c0d7f143859088c15ff38e89649410d0341ebeee033db3e9b0189764a1
8/14/2017 13:39,8/14/2017 13:41,Somewhat confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,93efbb0a676c0fd436134238ad3c615a24bbdbccfc9f0d2b17efa9ce4fcebefb
8/14/2017 13:00,8/14/2017 13:11,Somewhat confident,Confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Somewhat confident,Unsure,Yes,No,Yes,Unsure,Yes,No,School of Law,8786a4fbb8c70cc153a175b2b2b14d9b1dda895dd735cb213d8f242a6944fa3f
8/14/2017 12:04,8/14/2017 12:05,Not confident at all,Very confident,Slightly confident,Very confident,Confident,Not confident at all,Not confident at all,No,No,No,No,No,No,No,School of Accountancy,d28058792f7d82986be00bb77a64d7dbd47dbc88b423035494c7e1a45e9604b7
8/14/2017 11:09,8/14/2017 11:11,Somewhat confident,Confident,Not confident at all,Confident,Somewhat confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Social Sciences,cde0eb21fe4a1d244f626d65ab61633815a2f1df700b9603c859692c5b9ac318
8/13/2017 23:37,8/13/2017 23:39,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Unsure,Unsure,Unsure,Yes,Unsure,Yes,Yes,School of Social Sciences,d18635460220fb4c36309af633bfe72cc27d9beee690cec4b6a984d5a80f9ed9
8/13/2017 23:35,8/13/2017 23:36,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,bd0c897844adbd23c42a2ac7449e80417166b4dc812fc36c522ea29f5e6c7d2d
8/13/2017 23:31,8/13/2017 23:33,Slightly confident,Somewhat confident,Not confident at all,Somewhat confident,Confident,Slightly confident,Slightly confident,Yes,No,No,Yes,Yes,Yes,Yes,School of Accountancy,44a0aa149ccd1ed6f46cb938aa78dbaf52f7811797f95d4f8529b62a1e77566b
8/13/2017 21:52,8/13/2017 22:27,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Slightly confident,No,Yes,No,Yes,Yes,No,No,Lee Kong Chian School of Business,51eae3ac181bbb91e34d00d65526cddbd63d287b869218f88cfa0a00af2e24bd
8/13/2017 20:34,8/13/2017 20:40,Confident,Somewhat confident,Somewhat confident,Confident,Confident,Very confident,Very confident,No,Yes,Yes,Yes,No,Yes,Yes,Lee Kong Chian School of Business,5889ee27819a3e194e11b469b4bc4840859a2df9b206e8e494ed9623fd384575
8/13/2017 20:31,8/13/2017 20:34,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,School of Economics,1fea35bf2bb9a900576858bfada1e46d3ed60b7551236672f34e2d43b5e52d61
8/13/2017 20:29,8/13/2017 20:34,Somewhat confident,Confident,Slightly confident,Very confident,Somewhat confident,Somewhat confident,Confident,Unsure,No,No,No,Yes,Yes,Yes,Lee Kong Chian School of Business,eacaed6bee747d68dcb15c5c25c2ff5153ea3152cc5fc6ae5d4f939d40727ce5
8/13/2017 19:33,8/13/2017 19:39,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Slightly confident,Unsure,Yes,No,Yes,No,No,No,School of Accountancy,8d552f8f12ffaf02ca4f4a789a1bc4efa2aea9fe1bcbb312a9a7da974e17d69d
8/13/2017 16:02,8/13/2017 16:04,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Very confident,Very confident,Yes,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,5f59eb555be597ae002165f58ee635d2472edf697cde54e89d3ca631716d3e51
8/13/2017 11:11,8/13/2017 11:14,Not confident at all,Somewhat confident,Slightly confident,Very confident,Confident,Not confident at all,Confident,No,Yes,Yes,Yes,Yes,No,Yes,School of Economics,a52228c22cb24580375763e892697587f4b67d66ae43ea5888fce81bb47b7612
8/13/2017 8:20,8/13/2017 8:21,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Law,ff44f6b0a9d2a3b02f72f2989787755e1d27b5838ef2f15dee97ac2377464b27
8/13/2017 0:53,8/13/2017 0:54,Slightly confident,Confident,Not confident at all,Confident,Slightly confident,Not confident at all,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,4682334564070c0ac7d8998440ef6930447b423c4b6a836e754c467a81c5c9a9
8/13/2017 0:14,8/13/2017 0:17,Somewhat confident,Confident,Slightly confident,Very confident,Confident,Somewhat confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,387fc6dc5bce96d648339c1a70925bda0a1bd61809dc2d5ff0c1fb80ca3e446f
