Email Address,Start Date,End Date,School,Pre-Confidence Scoping your topic,Pre-Confidence Searching Keywords,Pre-Confidence Searching library online databases,Pre-Confidence Searching the Internet using Google,Pre-Confidence  Evaluating information,Pre-Confidence Citing References,Pre-Confidence Creating Reference List,Pre-Confidence Scoping your topic (numeric),Pre-Confidence Searching Keywords (numeric),Pre-Confidence Searching library online databases (numeric),Pre-Confidence Searching the Internet using Google (numeric),Pre-Confidence  Evaluating information (numeric),Pre-Confidence Citing References (numeric),Pre-Confidence Creating Reference List (numeric),Pre-Training Scoping your topic,Pre-Training Searching using keywords,Pre-Training Searching library online databases,Pre-Training Searching the Internet using Google,Pre-Training Evaluating information,Pre-Training Citing References,Pre-Training Creating Reference List,Pre-Training Scoping your topic  (numeric),Pre-Training Searching using keywords (numeric),Pre-Training Searching library online databases (numeric),Pre-Training Searching the Internet using Google (numeric),Pre-Training Evaluating information (numeric),Pre-Training Citing References (numeric),Pre-Training Creating Reference List (numeric)
82116a2c84585105fa66c0c701f31a8dd0a08da9a37e6786fa7d0e1eaeca6178,8/15/2017 15:52,8/15/2017 15:54,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,No,Yes,No,Yes,No,No,No,0,1,0,1,0,0,0
673a4ae0ff12108bc7ab03a06f50e3239391809ba0a8b42d614cddf1a85ef90c,8/15/2017 15:42,8/15/2017 15:43,School of Accountancy,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,5,5,5,5,5,5,5,No,No,No,No,No,No,No,0,0,0,0,0,0,0
f01fb9b0614cd4f5fe14edc6f8d39fa1611804666c97840a3d3af47963f32756,8/15/2017 15:39,8/15/2017 15:42,School of Economics,Slightly confident,Confident,Somewhat confident,Very confident,Somewhat confident,Slightly confident,Somewhat confident,2,4,3,5,3,2,3,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,1,1,1,1,0,1,1
faf1165083a50eeb300678be12ca667c938934042511dc4652c6fae6f237a524,8/15/2017 15:33,8/15/2017 15:35,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,1,2,2,4,2,2,2,No,Yes,No,Yes,No,Yes,Unsure,0,1,0,1,0,1,0
e06d8f7ed86a3d90a598081c5318949b831f54dced4c02e16bca30bad088789d,8/15/2017 15:30,8/15/2017 15:32,School of Accountancy,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Somewhat confident,2,4,3,3,3,5,3,No,No,No,Yes,Yes,No,No,0,0,0,1,1,0,0
89adad9336dd8bb5af63cfd5b91782377abc1247ac4fc6e02339f2767aa5329f,8/15/2017 15:09,8/15/2017 15:10,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
891d9b7a8e9b462a08dfdaedbb1be8add082b4d73e550283f38ef2862285ed00,8/15/2017 15:07,8/15/2017 15:10,School of Information Systems,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Not confident at all,2,2,1,3,1,2,1,Unsure,Unsure,No,Unsure,No,Unsure,Unsure,0,0,0,0,0,0,0
7d3bcee28989fabd81491dafe752713ae5f1a09d8c5ce455789afd8629a4d01e,8/15/2017 15:05,8/15/2017 15:09,School of Social Sciences,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
6fd3fba5046c595c23ae73abf6df1ae8284d606774645aa100f82566c89f98cf,8/15/2017 15:04,8/15/2017 15:05,Lee Kong Chian School of Business,Confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,4,4,2,4,3,3,3,Yes,Yes,No,Yes,Unsure,Unsure,Unsure,1,1,0,1,0,0,0
2383b7ebc7e636bcd8be84e06762c0a698946d0704d240de915638ef0859f6a3,8/15/2017 14:02,8/15/2017 14:02,School of Law,Slightly confident,Slightly confident,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,Slightly confident,2,2,3,1,2,2,2,No,Yes,No,Yes,No,Yes,No,0,1,0,1,0,1,0
2383b7ebc7e636bcd8be84e06762c0a698946d0704d240de915638ef0859f6a3,8/15/2017 13:57,8/15/2017 14:02,School of Law,Slightly confident,Slightly confident,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,Slightly confident,2,2,3,1,2,2,2,No,Yes,No,Yes,No,Yes,No,0,1,0,1,0,1,0
c1ede8529f2a904ba4b0bfe40f83070c682c580c9aa8a067b6e4c430cd8987a2,8/15/2017 12:13,8/15/2017 12:15,School of Social Sciences,Somewhat confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Confident,3,3,1,4,3,3,4,Yes,Yes,No,Yes,Yes,No,Yes,1,1,0,1,1,0,1
3625331b79da2494d3a95f615265f74d53d28e4b7292d82f5e5c3ea3e1599c85,8/15/2017 11:51,8/15/2017 11:53,School of Law,Somewhat confident,Very confident,Somewhat confident,Confident,Confident,Very confident,Confident,3,5,3,4,4,5,4,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
697eb2ad5459aaabcfb329a119c2d06aa1da81d80d129d16c41aa8bfab8f7d11,8/15/2017 10:17,8/15/2017 10:18,School of Social Sciences,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Confident,2,3,3,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
0aca3327d50eb6073aa2be76a0fbd22b12a77bf919f0eb9d897a2f95a669cadd,8/15/2017 10:05,8/15/2017 10:08,School of Law,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,2,3,2,4,2,2,2,Yes,Yes,No,Yes,Yes,No,Yes,1,1,0,1,1,0,1
b45c0cbd2e9a2c302e5303e8a1c2684c62d44fd9bb078e76648881d6d714aa13,8/15/2017 1:41,8/15/2017 1:42,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Not confident at all,Not confident at all,2,3,2,4,2,1,1,No,Yes,No,Yes,No,No,No,0,1,0,1,0,0,0
238a369e58c3b7fb3e069980ca69eb5ab4e5b112b2da176d1cca5d192bd352aa,8/15/2017 0:07,8/15/2017 0:13,School of Social Sciences,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
a7e0bdf81f3581ffd96900594872c07384aa537c87b56c546ba4c539f2fa41d6,8/14/2017 23:56,8/14/2017 23:59,School of Economics,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Confident,2,3,3,3,3,2,4,Yes,Yes,Yes,Yes,Yes,Unsure,Yes,1,1,1,1,1,0,1
d6a34b54f48a46471c7ffd38d9e3db6fdcf09d09266cd8e654d69f77b1ffa171,8/14/2017 23:11,8/14/2017 23:13,School of Economics,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,2,3,2,3,3,2,2,No,Yes,No,Yes,Yes,No,No,0,1,0,1,1,0,0
33eb15d59669af1b06ab55e2eb1fb2117eb2d34e9f4a0407c794adfc9bd28773,8/14/2017 23:09,8/14/2017 23:11,School of Information Systems,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Somewhat confident,3,4,3,4,4,4,3,No,Unsure,No,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
bc2dc7d35a0b15be7c6d062e942174a669a19dc49ed8a4fae71fc4b50c9d3908,8/14/2017 22:57,8/14/2017 23:11,School of Social Sciences,Slightly confident,Slightly confident,Slightly confident,Confident,Confident,Confident,Somewhat confident,2,2,2,4,4,4,3,No,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
97c283741814bb89a00eb678a875ce81506879c0328930b022a207c0a4a8d994,8/14/2017 22:41,8/14/2017 22:42,Lee Kong Chian School of Business,Confident,Confident,Slightly confident,Very confident,Confident,Slightly confident,Somewhat confident,4,4,2,5,4,2,3,Yes,Yes,No,Yes,Yes,No,Unsure,1,1,0,1,1,0,0
df1e6094eaa58a7d3dd8716c4310340146fb86b75c387870e32da43c33ef82d8,8/14/2017 22:30,8/14/2017 22:33,School of Accountancy,Slightly confident,Slightly confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Slightly confident,2,2,2,4,2,3,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
81001fbcf2b0f87eddd759a7b478a859d3bbd1fe64285c91ce898fe8a431d979,8/14/2017 22:25,8/14/2017 22:30,Lee Kong Chian School of Business,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,4,3,4,4,3,2,3,No,No,Unsure,Yes,No,Yes,Yes,0,0,0,1,0,1,1
525ab0a202336ee1c7b7aa2363bfd702f2981bd8f3165f72e7827466e6032bb6,8/14/2017 22:27,8/14/2017 22:29,School of Law,Somewhat confident,Slightly confident,Not confident at all,Very confident,Slightly confident,Somewhat confident,Somewhat confident,3,2,1,5,2,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
014e33abb0a9d410b44d8891425cbf6323dccfb47fef3311ac6c39909a4ec478,8/14/2017 21:21,8/14/2017 21:24,School of Economics,Not confident at all,Somewhat confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Not confident at all,1,3,1,4,3,2,1,No,Yes,No,Yes,Yes,Yes,Unsure,0,1,0,1,1,1,0
49e0d92f1dde68cca0c0aee273249be64ef3db9b4e56cbd76a83e6582975b46e,8/14/2017 20:36,8/14/2017 20:37,School of Law,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,2,2,2,2,2,2,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
71564e703a78be77279cc73444064d3b71a81864dc6ac02a5127a344896eb87b,8/14/2017 19:30,8/14/2017 19:32,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Unsure,Yes,1,1,1,1,1,0,1
c3fd3475dc1899bcccde283dfb988ff1113fe23aa7530189e779822d7fe5f025,8/14/2017 19:30,8/14/2017 19:31,School of Social Sciences,Confident,Confident,Somewhat confident,Confident,Confident,Very confident,Very confident,4,4,3,4,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
5887dfeacc6d7441c48c5b9bd3235ca2e87cb45d8de4e073a049e86d20460869,8/14/2017 19:06,8/14/2017 19:08,School of Accountancy,Somewhat confident,Slightly confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,3,2,2,4,2,2,2,No,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
d63de2d358bf10d444e2b9fcb0fa252694110ae1fe79efd52554654408625701,8/14/2017 18:58,8/14/2017 19:00,School of Law,Somewhat confident,Somewhat confident,Slightly confident,Very confident,Confident,Slightly confident,Confident,3,3,2,5,4,2,4,Unsure,Yes,No,Yes,Unsure,No,Yes,0,1,0,1,0,0,1
bfd4826b1177a3c9551f5fcb70ff263232b4752f0107ba2fc754af21104987d5,8/14/2017 17:26,8/14/2017 17:27,School of Economics,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Slightly confident,Slightly confident,3,3,4,4,3,2,2,Yes,Yes,Yes,Yes,Yes,No,No,1,1,1,1,1,0,0
47f283f878585e2eb76090d67b8c95394538340e2b5d13d4ecd58274e6fabf4e,8/14/2017 16:31,8/14/2017 16:34,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,3,4,3,5,4,4,4,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
8d7195dc7ed09e787557dcc5d81a96ad972b32ac4fbbbd79c52b2f14bda2770d,8/14/2017 16:31,8/14/2017 16:34,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,3,3,3,4,3,4,4,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
614deccd2a9f3ae0325f5f23f621bf88473dde2a0ad7cd684f3b3d151980f2f8,8/14/2017 15:37,8/14/2017 15:38,Lee Kong Chian School of Business,Somewhat confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,Not confident at all,3,1,3,1,2,2,1,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
d85ce47be5afa88bbe36b8c0a056731af99a92399b50e95b5fcf9f169d362859,8/14/2017 14:13,8/14/2017 14:14,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Not confident at all,Not confident at all,1,2,1,3,1,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
230b39a80888bf93d367cc9f7cb47d4286cdec059f85cb464474ab56e8078ad4,8/14/2017 13:46,8/14/2017 13:48,School of Social Sciences,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,2,2,2,2,2,3,2,No,Yes,No,Yes,No,No,No,0,1,0,1,0,0,0
6ba067c0d7f143859088c15ff38e89649410d0341ebeee033db3e9b0189764a1,8/14/2017 13:44,8/14/2017 13:45,Lee Kong Chian School of Business,Confident,Confident,Slightly confident,Confident,Very confident,Somewhat confident,Confident,4,4,2,4,5,3,4,No,No,Unsure,Yes,No,Yes,No,0,0,0,1,0,1,0
93efbb0a676c0fd436134238ad3c615a24bbdbccfc9f0d2b17efa9ce4fcebefb,8/14/2017 13:39,8/14/2017 13:41,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,3,4,2,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
8786a4fbb8c70cc153a175b2b2b14d9b1dda895dd735cb213d8f242a6944fa3f,8/14/2017 13:00,8/14/2017 13:11,School of Law,Somewhat confident,Confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Somewhat confident,3,4,1,4,3,2,3,Unsure,Yes,No,Yes,Unsure,Yes,No,0,1,0,1,0,1,0
d28058792f7d82986be00bb77a64d7dbd47dbc88b423035494c7e1a45e9604b7,8/14/2017 12:04,8/14/2017 12:05,School of Accountancy,Not confident at all,Very confident,Slightly confident,Very confident,Confident,Not confident at all,Not confident at all,1,5,2,5,4,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
cde0eb21fe4a1d244f626d65ab61633815a2f1df700b9603c859692c5b9ac318,8/14/2017 11:09,8/14/2017 11:11,School of Social Sciences,Somewhat confident,Confident,Not confident at all,Confident,Somewhat confident,Confident,Confident,3,4,1,4,3,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
d18635460220fb4c36309af633bfe72cc27d9beee690cec4b6a984d5a80f9ed9,8/13/2017 23:37,8/13/2017 23:39,School of Social Sciences,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,2,2,2,3,2,3,3,Unsure,Unsure,Unsure,Yes,Unsure,Yes,Yes,0,0,0,1,0,1,1
bd0c897844adbd23c42a2ac7449e80417166b4dc812fc36c522ea29f5e6c7d2d,8/13/2017 23:35,8/13/2017 23:36,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,2,2,2,2,2,2,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
44a0aa149ccd1ed6f46cb938aa78dbaf52f7811797f95d4f8529b62a1e77566b,8/13/2017 23:31,8/13/2017 23:33,School of Accountancy,Slightly confident,Somewhat confident,Not confident at all,Somewhat confident,Confident,Slightly confident,Slightly confident,2,3,1,3,4,2,2,Yes,No,No,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
51eae3ac181bbb91e34d00d65526cddbd63d287b869218f88cfa0a00af2e24bd,8/13/2017 21:52,8/13/2017 22:27,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Slightly confident,2,3,2,4,3,2,2,No,Yes,No,Yes,Yes,No,No,0,1,0,1,1,0,0
5889ee27819a3e194e11b469b4bc4840859a2df9b206e8e494ed9623fd384575,8/13/2017 20:34,8/13/2017 20:40,Lee Kong Chian School of Business,Confident,Somewhat confident,Somewhat confident,Confident,Confident,Very confident,Very confident,4,3,3,4,4,5,5,No,Yes,Yes,Yes,No,Yes,Yes,0,1,1,1,0,1,1
1fea35bf2bb9a900576858bfada1e46d3ed60b7551236672f34e2d43b5e52d61,8/13/2017 20:31,8/13/2017 20:34,School of Economics,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
eacaed6bee747d68dcb15c5c25c2ff5153ea3152cc5fc6ae5d4f939d40727ce5,8/13/2017 20:29,8/13/2017 20:34,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Very confident,Somewhat confident,Somewhat confident,Confident,3,4,2,5,3,3,4,Unsure,No,No,No,Yes,Yes,Yes,0,0,0,0,1,1,1
8d552f8f12ffaf02ca4f4a789a1bc4efa2aea9fe1bcbb312a9a7da974e17d69d,8/13/2017 19:33,8/13/2017 19:39,School of Accountancy,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Slightly confident,2,3,2,4,3,2,2,Unsure,Yes,No,Yes,No,No,No,0,1,0,1,0,0,0
5f59eb555be597ae002165f58ee635d2472edf697cde54e89d3ca631716d3e51,8/13/2017 16:02,8/13/2017 16:04,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Very confident,Very confident,3,3,3,5,5,5,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
a52228c22cb24580375763e892697587f4b67d66ae43ea5888fce81bb47b7612,8/13/2017 11:11,8/13/2017 11:14,School of Economics,Not confident at all,Somewhat confident,Slightly confident,Very confident,Confident,Not confident at all,Confident,1,3,2,5,4,1,4,No,Yes,Yes,Yes,Yes,No,Yes,0,1,1,1,1,0,1
ff44f6b0a9d2a3b02f72f2989787755e1d27b5838ef2f15dee97ac2377464b27,8/13/2017 8:20,8/13/2017 8:21,School of Law,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Confident,Confident,3,3,3,5,5,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
4682334564070c0ac7d8998440ef6930447b423c4b6a836e754c467a81c5c9a9,8/13/2017 0:53,8/13/2017 0:54,Lee Kong Chian School of Business,Slightly confident,Confident,Not confident at all,Confident,Slightly confident,Not confident at all,Not confident at all,2,4,1,4,2,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
387fc6dc5bce96d648339c1a70925bda0a1bd61809dc2d5ff0c1fb80ca3e446f,8/13/2017 0:14,8/13/2017 0:17,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Very confident,Confident,Somewhat confident,Confident,3,4,2,5,4,3,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
20696bd1a6adcca9c2e2d0f3683d8df23bc2b3aeaf9e5563bd20ac0e8f147c9e,43077.98403,43077.98819,School of Social Sciences,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Not confident at all,Not confident at all,3,4,3,4,3,1,1,Yes,Yes,No,Yes,No,No,No,1,1,0,1,0,0,0
fe439266fc3ed041ad09dffe389768d7e9a9920b666c952a0ee1cb5ffe21384c,43077.95903,43077.96042,Lee Kong Chian School of Business,Very confident,Very confident,Confident,Very confident,Confident,Somewhat confident,Somewhat confident,5,5,4,5,4,3,3,Yes,Yes,No,Yes,Yes,Unsure,Unsure,1,1,0,1,1,0,0
adcd722729ce5c904e6d3044c6b8afc12b51753dea3d2548683ca3b7ce1a7af7,43077.95208,43077.95486,School of Information Systems,Slightly confident,Confident,Confident,Very confident,Confident,Confident,Confident,2,4,4,5,4,4,4,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
b17142d71a865800a1e5781c75422bcb0338372dfcb459d97851720dac36e35e,43077.86042,43077.86111,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
fb9dc0f09d88ea76cba8dbe0c110019a70e20ac3e33d04d3b472c36e61618227,43077.71806,43077.72153,School of Accountancy,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,3,3,3,3,2,2,3,No,Yes,No,Yes,No,No,Yes,0,1,0,1,0,0,1
9e8efbdb6a0863b642fd48ebe4583b826ab3f78bd59f3b6cb358705398a44d27,43077.71875,43077.71944,School of Information Systems,Slightly confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Somewhat confident,2,3,1,4,3,3,3,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
d2826480a46f0ad197efc8d083cb8862c6c28c210c2b3d07b6e9dcd58b001112,43077.64653,43077.64861,Lee Kong Chian School of Business,Confident,Very confident,Somewhat confident,Very confident,Somewhat confident,Very confident,Confident,4,5,3,5,3,5,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
ff3fca48942bfe3c088311a3f8698ca85bbef160d8485726d59c314cbd8b9510,43077.55972,43077.56042,School of Accountancy,Somewhat confident,Very confident,Confident,Very confident,Very confident,Confident,Confident,3,5,4,5,5,4,4,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
bcd4cdf616fe142db13498a17e4f9da058f24e0d47a198bb241d1ec8dfe68b3a,43077.48681,43077.4875,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
68670f1e9fa6daf2d9799c25c16200b1e0e50fa001ea24fc4e750e618b702b31,43047.91944,43047.92431,School of Information Systems,Slightly confident,Confident,Confident,Very confident,Very confident,Very confident,Very confident,2,4,4,5,5,5,5,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
42f8289e194df64dccff447440bda3edbeea41b9df6fbf5a006e5463ea30633d,43047.83125,43047.83264,School of Law,Somewhat confident,Somewhat confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Somewhat confident,3,3,2,5,3,2,3,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1
a6de3d18956459540a241a67833ea24f7147455d1509e0e0082d474ad5258bb8,43047.68889,43047.69236,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Confident,Slightly confident,Slightly confident,Somewhat confident,4,4,3,4,2,2,3,Unsure,Yes,No,Unsure,Unsure,No,No,0,1,0,0,0,0,0
cc1a970627cae7bb88abbda2dc46d8cf04ec1b79a0aa78a964eb0136258bf945,43047.69028,43047.69167,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,3,3,3,4,3,4,3,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
48ef9af4345523928b90bc095bac74796c83c85e76b9a798018c49d33d981e5d,43047.68472,43047.69167,School of Social Sciences,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,2,2,2,3,3,3,3,No,Yes,Unsure,Unsure,Yes,Yes,Yes,0,1,0,0,1,1,1
aa2d540f7be911efb6243ae91fd820841bb8ef4c32c7519933c536a501d61832,43047.68681,43047.69097,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,2,3,3,5,3,3,3,No,No,No,No,No,Unsure,Unsure,0,0,0,0,0,0,0
ede6f48f8678d2013e0f58e8d71ff51d67aa6f06a560e3ab0909b72251aece4d,43047.60972,43047.61111,School of Accountancy,Somewhat confident,Somewhat confident,Confident,Very confident,Somewhat confident,Confident,Somewhat confident,3,3,4,5,3,4,3,No,Yes,Yes,Yes,No,Yes,Yes,0,1,1,1,0,1,1
fbb8fdf49818f2c9c64038277434565ff77191de92f490796961339cbe158717,43047.48681,43047.4875,School of Social Sciences,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,5,5,5,5,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
54977ab682980b9df2587789b8e8289464f75a089439e83d76129987db9c0935,43047.44306,43047.44722,School of Economics,Somewhat confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Not confident at all,Slightly confident,3,3,1,4,2,1,2,Unsure,Yes,No,Yes,Unsure,No,Yes,0,1,0,1,0,0,1
bb1859d6b4bff4552375d5f16e13fb5afbc43b1ac78922d2faa64fd97592dd20,43047.42569,43047.42708,School of Law,Slightly confident,Confident,Slightly confident,Confident,Slightly confident,Confident,Confident,2,4,2,4,2,4,4,Yes,Yes,No,Yes,Unsure,Yes,Yes,1,1,0,1,0,1,1
0bed98d792c191b576b7b15ae5b4967ff3e4524f48fb5d89c637b5211091b9f7,43047.13889,43047.14028,Lee Kong Chian School of Business,Confident,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Confident,4,3,3,4,4,3,4,No,No,No,Yes,Yes,No,Yes,0,0,0,1,1,0,1
1a7ad89dfa243f415d3b02df74353c44a20b2d96e155059d993169d92e4782d1,43047.04375,43047.04444,Lee Kong Chian School of Business,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,3,2,2,2,2,2,2,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
062b861a8e9b6df98dad8996b0dda8e3fef8edd9302a29460ee56ffc47a4e252,43047.00903,43047.01042,School of Social Sciences,Not confident at all,Somewhat confident,Slightly confident,Very confident,Not confident at all,Not confident at all,Not confident at all,1,3,2,5,1,1,1,No,No,No,Yes,No,Unsure,Unsure,0,0,0,1,0,0,0
6c5c7df2c65e3b9fb3e25bf9c8bfd0982863e23d80687c41fbaf2ace0e2e10e8,43047.00556,43047.00694,Lee Kong Chian School of Business,Somewhat confident,Slightly confident,Slightly confident,Confident,Somewhat confident,Confident,Confident,3,2,2,4,3,4,4,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
0864f8fd2ab95ae714a8a3faa4002aaef1606b1d83e161c735c35635f1248dd3,43047.00417,43047.00625,School of Social Sciences,Slightly confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Confident,Confident,2,3,1,4,3,4,4,No,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
dab2b35ec236cd4faf35f5a3ddb7cfc084d4ba49ea9176f417f42e81fd6f4ca6,43016.99236,43016.99514,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Very confident,Confident,3,3,4,4,4,5,4,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,1,1,1,1,1,1,0
